Exoplanet,Host star,a,Ds,Dp,Diameter of planet in terms of Earth's diameter,Diameter of star in terms of Sun's diameter,Ds/Dp,d/Ds
Kepler-1646 b,Kepler-1646,,,0.37,0,0.37,#DIV/0!,0
Kepler-1647 b,Kepler-1647,2.7205,11.874,1.79,11.874,1.79,16.45056093,163.3361262
Kepler-1649 b,Kepler-1649,0.0378,0.57,0.12,0.57,0.12,22.97370897,33.85299569
Kepler-1649 b,Kepler-1649,0.0514,1.08,0.25,1.08,0.25,25.26044389,22.09579655
Kepler-1649 b,Kepler-1649,0.0378,0.49,0.12,0.49,0.12,26.72451859,33.85299569
Kepler-1649 b,Kepler-1649,0.0378,0.57,0.12,0.57,0.12,22.97370897,33.85299569
Kepler-1649 b,Kepler-1649,,,0.23,0,0.23,#DIV/0!,0
Kepler-1649 b,Kepler-1649,,1.017,0.23,1.017,0.23,24.67923013,0
Kepler-1649 b,Kepler-1649,0.0378,0.57,0.12,0.57,0.12,22.97370897,33.85299569
Kepler-1649 b,Kepler-1649,0.067,4.6,0.61,4.6,0.61,14.47093951,11.80406303
Kepler-1649 c,Kepler-1649,0.0649,0.53,0.12,0.53,0.12,24.70757379,58.12326509
Kepler-1649 c,Kepler-1649,,1.06,0.23,1.06,0.23,23.67809155,0
Kepler-1649 c,Kepler-1649,,,0.23,0,0.23,#DIV/0!,0
Kepler-165 b,Kepler-165,,,0.73,0,0.73,#DIV/0!,0
Kepler-165 b,Kepler-165,0.0716,2.46,0.76,2.46,0.76,33.71345096,10.12478902
Kepler-165 b,Kepler-165,0.0754,2.1,0.77,2.1,0.77,40.01254312,10.52366883
Kepler-165 b,Kepler-165,,2.5,0.76,2.5,0.76,33.17403575,0
Kepler-165 b,Kepler-165,,2.042,0.75,2.042,0.75,40.08023418,0
Kepler-165 b,Kepler-165,,,0.73,0,0.73,#DIV/0!,0
Kepler-165 b,Kepler-165,0.0716,2.46,0.76,2.46,0.76,33.71345096,10.12478902
Kepler-165 b,Kepler-165,0.073,2.25,0.79,2.25,0.79,38.31504129,9.93075622
Kepler-165 b,Kepler-165,0.0716,2.46,0.76,2.46,0.76,33.71345096,10.12478902
Kepler-165 b,Kepler-165,,,0.73,0,0.73,#DIV/0!,0
Kepler-165 b,Kepler-165,0.072,2.32,0.77,2.32,0.77,36.21825024,10.04912674
Kepler-165 c,Kepler-165,,2.25,0.76,2.25,0.76,36.86003972,0
Kepler-165 c,Kepler-165,0.11,2.23,0.77,2.23,0.77,37.67997334,15.35283251
Kepler-165 c,Kepler-165,0.1145,2.34,0.77,2.34,0.77,35.90869254,15.98090293
Kepler-165 c,Kepler-165,,,0.73,0,0.73,#DIV/0!,0
Kepler-165 c,Kepler-165,,2.277,0.75,2.277,0.75,35.94371462,0
Kepler-165 c,Kepler-165,,,0.73,0,0.73,#DIV/0!,0
Kepler-165 c,Kepler-165,,,0.73,0,0.73,#DIV/0!,0
Kepler-165 c,Kepler-165,0.1088,2.24,0.76,2.24,0.76,37.02459347,15.38515426
Kepler-165 c,Kepler-165,0.112,2.49,0.79,2.49,0.79,34.62202526,15.23622872
Kepler-165 c,Kepler-165,0.1088,2.24,0.76,2.24,0.76,37.02459347,15.38515426
Kepler-165 c,Kepler-165,0.1088,2.24,0.76,2.24,0.76,37.02459347,15.38515426
Kepler-1650 b,Kepler-1650,0.0163,0.75,0.26,0.75,0.26,37.83004077,6.737531499
Kepler-1650 b,Kepler-1650,,1.34,0.37,1.34,0.37,30.13156232,0
Kepler-1650 b,Kepler-1650,0.021,1.54,0.48,1.54,0.48,34.01302366,4.701804957
Kepler-1650 b,Kepler-1650,0.0167,1,0.27,1,0.27,29.46378175,6.647207854
Kepler-1650 b,Kepler-1650,,,0.37,0,0.37,#DIV/0!,0
Kepler-1650 b,Kepler-1650,0.0163,0.75,0.26,0.75,0.26,37.83004077,6.737531499
Kepler-1650 b,Kepler-1650,,0.96,0.33,0.96,0.33,37.51175917,0
Kepler-1650 b,Kepler-1650,0.0163,0.75,0.26,0.75,0.26,37.83004077,6.737531499
Kepler-1650 b,Kepler-1650,,,0.37,0,0.37,#DIV/0!,0
Kepler-1651 b,Kepler-1651,0.0619,1.76,0.32,1.76,0.32,19.84093047,20.78869477
Kepler-1651 b,Kepler-1651,,,0.46,0,0.46,#DIV/0!,0
Kepler-1651 b,Kepler-1651,0.054,1.15,0.27,1.15,0.27,25.62067978,21.49396552
Kepler-1651 b,Kepler-1651,0.0692,1.6,0.42,1.6,0.42,28.64534337,17.7069335
Kepler-1651 b,Kepler-1651,0.0619,1.76,0.32,1.76,0.32,19.84093047,20.78869477
Kepler-1651 b,Kepler-1651,,1.84,0.5,1.84,0.5,29.65356456,0
Kepler-1651 b,Kepler-1651,0.0619,1.76,0.32,1.76,0.32,19.84093047,20.78869477
Kepler-1651 b,Kepler-1651,,2.108,0.46,2.108,0.46,23.81288145,0
Kepler-1652 b,Kepler-1652,0.1576,1.12,0.35,1.12,0.35,34.10159925,48.39212808
Kepler-1652 b,Kepler-1652,0.1654,1.6,0.38,1.6,0.38,25.91721543,46.77765653
Kepler-1652 b,Kepler-1652,0.1576,1.12,0.35,1.12,0.35,34.10159925,48.39212808
Kepler-1652 b,Kepler-1652,0.178,1.39,0.5,1.39,0.5,39.25363942,38.25925862
Kepler-1652 b,Kepler-1652,0.1667,1.58,0.4,1.58,0.4,27.62661205,44.78805065
Kepler-1652 b,Kepler-1652,,,,0,0,#DIV/0!,#DIV/0!
Kepler-1652 b,Kepler-1652,,,,0,0,#DIV/0!,#DIV/0!
Kepler-1652 b,Kepler-1652,0.1576,1.12,0.35,1.12,0.35,34.10159925,48.39212808
Kepler-1653 b,Kepler-1653,0.4651,1.73,0.7,1.73,0.7,44.15467186,71.40602401
Kepler-1653 b,Kepler-1653,,,,0,0,#DIV/0!,#DIV/0!
Kepler-1653 b,Kepler-1653,,,,0,0,#DIV/0!,#DIV/0!
Kepler-1653 b,Kepler-1653,0.4706,2.17,0.69,2.17,0.69,34.69877011,73.29753748
Kepler-1653 b,Kepler-1653,0.4836,1.84,0.79,1.84,0.79,46.85263201,65.78785901
Kepler-1653 b,Kepler-1653,0.4651,1.73,0.7,1.73,0.7,44.15467186,71.40602401
Kepler-1653 b,Kepler-1653,0.4651,1.73,0.7,1.73,0.7,44.15467186,71.40602401
Kepler-1653 b,Kepler-1653,,2.478,1.06,2.478,1.06,46.67983238,0
Kepler-1654 b,Kepler-1654,2.026,9.18,1.18,9.18,1.18,14.0269759,184.5202294
Kepler-1655 b,Kepler-1655,0.103,1.94,1.04,1.94,1.04,58.50006304,10.64364639
Kepler-1655 b,Kepler-1655,,,1.08,0,1.08,#DIV/0!,0
Kepler-1655 b,Kepler-1655,0.101,2.53,1.17,2.53,1.17,50.46497533,9.277309903
Kepler-1655 b,Kepler-1655,,,1.08,0,1.08,#DIV/0!,0
Kepler-1655 b,Kepler-1655,0.103,2.213,1.03,2.213,1.03,50.79027163,10.74698276
Kepler-1655 b,Kepler-1655,,2.292,1.06,2.292,1.06,50.46798632,0
Kepler-1655 b,Kepler-1655,0.1025,2.25,1.04,2.25,1.04,50.44005435,10.5919782
Kepler-1655 b,Kepler-1655,0.103,1.94,1.04,1.94,1.04,58.50006304,10.64364639
Kepler-1655 b,Kepler-1655,0.103,1.94,1.04,1.94,1.04,58.50006304,10.64364639
Kepler-1656 b,Kepler-1656,0.1986,4.47,0.98,4.47,0.98,23.92452243,21.77908955
Kepler-1656 b,Kepler-1656,0.1986,4.47,0.98,4.47,0.98,23.92452243,21.77908955
Kepler-1656 b,Kepler-1656,0.194,4.98,1.09,4.98,1.09,23.88481489,19.12765739
Kepler-1656 b,Kepler-1656,0.1986,4.47,0.98,4.47,0.98,23.92452243,21.77908955
Kepler-1656 b,Kepler-1656,,4.985,1.05,4.985,1.05,22.98523039,0
Kepler-1656 b,Kepler-1656,,,1.05,0,1.05,#DIV/0!,0
Kepler-1656 b,Kepler-1656,0.197,5.02,1.1,5.02,1.1,23.91187836,19.24686912
Kepler-1656 b,Kepler-1656,,,1.05,0,1.05,#DIV/0!,0
Kepler-1656 b,Kepler-1656,0.1974,,1.1,0,1.1,#DIV/0!,19.28594906
Kepler-1656 b,Kepler-1656,0.1949,4.52,0.99,4.52,0.99,23.90129788,21.15744383
Kepler-1656 c,Kepler-1656,3.053,,1.1,0,1.1,#DIV/0!,298.2776215
Kepler-1658 b,Kepler-1658,0.0544,11.994,2.89,11.994,2.89,26.29411288,2.02296146
Kepler-1658 b,Kepler-1658,0.056,11.8,2.6,11.8,2.6,24.04451744,2.314734748
Kepler-1658 b,Kepler-1658,0.0548,13.1,2.99,13.1,2.99,24.90718333,1.969681121
Kepler-1658 b,Kepler-1658,0.0548,13.1,2.99,13.1,2.99,24.90718333,1.969681121
Kepler-1658 b,Kepler-1658,,,3.91,0,3.91,#DIV/0!,0
Kepler-1658 b,Kepler-1658,0.0548,12.94,2.99,12.94,2.99,25.21515468,1.969681121
Kepler-1658 b,Kepler-1658,,15.198,3.91,15.198,3.91,28.07469468,0
Kepler-1658 b,Kepler-1658,0.0548,13.1,2.99,13.1,2.99,24.90718333,1.969681121
Kepler-166 b,Kepler-166,,,0.78,0,0.78,#DIV/0!,0
Kepler-166 b,Kepler-166,,2.416,0.78,2.416,0.78,35.23079128,0
Kepler-166 b,Kepler-166,0.072,2.27,0.74,2.27,0.74,35.57382688,10.45652377
Kepler-166 b,Kepler-166,,2.64,0.83,2.64,0.83,34.30827561,0
Kepler-166 b,Kepler-166,0.0711,2.39,0.76,2.39,0.76,34.70087421,10.05408519
Kepler-166 b,Kepler-166,0.073,2.6,0.78,2.6,0.78,32.73753528,10.05807361
Kepler-166 b,Kepler-166,0.0711,2.39,0.76,2.39,0.76,34.70087421,10.05408519
Kepler-166 b,Kepler-166,0.0713,2.3,0.75,2.3,0.75,35.58427748,10.21679828
Kepler-166 b,Kepler-166,,,0.78,0,0.78,#DIV/0!,0
Kepler-166 b,Kepler-166,,,0.78,0,0.78,#DIV/0!,0
Kepler-166 b,Kepler-166,0.0711,2.39,0.76,2.39,0.76,34.70087421,10.05408519
Kepler-166 c,Kepler-166,0.198,2.7,0.78,2.7,0.78,31.52503397,27.28080239
Kepler-166 c,Kepler-166,,,0.78,0,0.78,#DIV/0!,0
Kepler-166 c,Kepler-166,,2.523,0.78,2.523,0.78,33.73665942,0
Kepler-166 c,Kepler-166,,2.73,0.83,2.73,0.83,33.17723355,0
Kepler-166 c,Kepler-166,,,0.78,0,0.78,#DIV/0!,0
Kepler-166 c,Kepler-166,0.1931,2.49,0.76,2.49,0.76,33.30726481,27.30582067
Kepler-166 c,Kepler-166,,,0.78,0,0.78,#DIV/0!,0
Kepler-166 c,Kepler-166,0.1931,2.49,0.76,2.49,0.76,33.30726481,27.30582067
Kepler-166 c,Kepler-166,0.195,2.38,0.74,2.38,0.74,33.92965841,28.31975186
Kepler-166 c,Kepler-166,0.1937,2.41,0.75,2.41,0.75,33.96009884,27.75587414
Kepler-166 c,Kepler-166,0.1931,2.49,0.76,2.49,0.76,33.30726481,27.30582067
Kepler-166 d,Kepler-166,0.0246,1.59,0.75,1.59,0.75,51.47411207,3.525010345
Kepler-166 d,Kepler-166,0.0246,1.58,0.76,1.58,0.76,52.49056289,3.47862863
Kepler-166 d,Kepler-166,,1.73,0.83,1.73,0.83,52.3548252,0
Kepler-166 d,Kepler-166,,1.667,0.78,1.667,0.78,51.06034296,0
Kepler-166 d,Kepler-166,,,0.78,0,0.78,#DIV/0!,0
Kepler-166 d,Kepler-166,0.025,1.7,0.78,1.7,0.78,50.0691716,3.444545756
Kepler-166 d,Kepler-166,,,0.78,0,0.78,#DIV/0!,0
Kepler-166 d,Kepler-166,0.0246,1.58,0.76,1.58,0.76,52.49056289,3.47862863
Kepler-166 d,Kepler-166,0.0246,1.58,0.76,1.58,0.76,52.49056289,3.47862863
Kepler-166 d,Kepler-166,,,0.78,0,0.78,#DIV/0!,0
Kepler-1661 b,Kepler-1661,0.633,3.87,0.76,3.87,0.76,21.43025565,89.51105377
Kepler-1663 b,Kepler-1663,0.1072,2.64,0.52,2.64,0.52,21.49434134,22.1553183
Kepler-1663 b,Kepler-1663,0.1059,2.63,0.49,2.63,0.49,20.33129567,23.22664233
Kepler-1663 b,Kepler-1663,,,0.63,0,0.63,#DIV/0!,0
Kepler-1663 b,Kepler-1663,,,0.63,0,0.63,#DIV/0!,0
Kepler-1663 b,Kepler-1663,0.113,3.16,0.65,3.16,0.65,22.44662229,18.68321618
Kepler-1663 b,Kepler-1663,,3.304,0.63,3.304,0.63,20.80775547,0
Kepler-1663 b,Kepler-1663,0.1059,2.63,0.49,2.63,0.49,20.33129567,23.22664233
Kepler-1663 b,Kepler-1663,0.1059,2.63,0.49,2.63,0.49,20.33129567,23.22664233
Kepler-1664 b,Kepler-1664,0.1137,2.54,1.07,2.54,1.07,45.97002985,11.41992467
Kepler-1664 b,Kepler-1664,0.1189,2.75,1.15,2.75,1.15,45.63414008,11.11144565
Kepler-1664 b,Kepler-1664,0.1189,2.75,1.15,2.75,1.15,45.63414008,11.11144565
Kepler-1664 b,Kepler-1664,,,,0,0,#DIV/0!,#DIV/0!
Kepler-1664 b,Kepler-1664,0.1189,2.75,1.15,2.75,1.15,45.63414008,11.11144565
Kepler-1664 b,Kepler-1664,0.113,2.5,1.05,2.5,1.05,45.83254939,11.56580049
Kepler-1664 b,Kepler-1664,,,,0,0,#DIV/0!,#DIV/0!
Kepler-1664 b,Kepler-1664,,3.033,,3.033,0,0,#DIV/0!
Kepler-1665 b,Kepler-1665,0.0928,2.31,0.79,2.31,0.79,37.31984541,12.6243038
Kepler-1665 b,Kepler-1665,,,0.78,0,0.78,#DIV/0!,0
Kepler-1665 b,Kepler-1665,,2.839,0.78,2.839,0.78,29.98153988,0
Kepler-1665 b,Kepler-1665,0.093,2.3,0.76,2.3,0.76,36.05873451,13.15091311
Kepler-1665 b,Kepler-1665,0.1006,5.15,1.66,5.15,1.66,35.17430975,6.512930515
Kepler-1665 b,Kepler-1665,,,0.78,0,0.78,#DIV/0!,0
Kepler-1665 b,Kepler-1665,0.0928,2.31,0.79,2.31,0.79,37.31984541,12.6243038
Kepler-1665 b,Kepler-1665,0.0928,2.31,0.79,2.31,0.79,37.31984541,12.6243038
Kepler-1666 b,Kepler-1666,0.1761,2.57,1.03,2.57,1.03,43.73496931,18.37421033
Kepler-1666 b,Kepler-1666,0.1761,2.57,1.03,2.57,1.03,43.73496931,18.37421033
Kepler-1666 b,Kepler-1666,0.1761,2.57,1.03,2.57,1.03,43.73496931,18.37421033
Kepler-1666 b,Kepler-1666,0.1761,2.4,1.03,2.4,1.03,46.83286297,18.37421033
Kepler-1666 b,Kepler-1666,,2.883,1.15,2.883,1.15,43.52892308,0
Kepler-1666 b,Kepler-1666,,,1.15,0,1.15,#DIV/0!,0
Kepler-1666 b,Kepler-1666,,,1.15,0,1.15,#DIV/0!,0
Kepler-1666 b,Kepler-1666,0.179,2.55,1.07,2.55,1.07,45.78975522,17.97859733
Kepler-1666 c,Kepler-1666,,3.236,1.15,3.236,1.15,38.78055786,0
Kepler-1666 c,Kepler-1666,0.2383,2.97,1.03,2.97,1.03,37.84473775,24.86413584
Kepler-1666 c,Kepler-1666,0.2383,2.97,1.03,2.97,1.03,37.84473775,24.86413584
Kepler-1666 c,Kepler-1666,0.242,3,1.07,3,1.07,38.92129194,24.30626007
Kepler-1666 c,Kepler-1666,0.2383,2.97,1.03,2.97,1.03,37.84473775,24.86413584
Kepler-1666 c,Kepler-1666,,,1.15,0,1.15,#DIV/0!,0
Kepler-1666 c,Kepler-1666,,,1.15,0,1.15,#DIV/0!,0
Kepler-1666 c,Kepler-1666,0.2383,2.7,1.03,2.7,1.03,41.62921153,24.86413584
Kepler-1667 b,Kepler-1667,,,1.09,0,1.09,#DIV/0!,0
Kepler-1667 b,Kepler-1667,,,1.09,0,1.09,#DIV/0!,0
Kepler-1667 b,Kepler-1667,0.386,3.78,1.4,3.78,1.4,40.41671022,29.63096675
Kepler-1667 b,Kepler-1667,0.386,3.78,1.4,3.78,1.4,40.41671022,29.63096675
Kepler-1667 b,Kepler-1667,0.4256,6.63,2.56,6.63,2.56,42.13579201,17.86685884
Kepler-1667 b,Kepler-1667,0.388,4.2,1.38,4.2,1.38,35.85539578,30.21615442
Kepler-1667 b,Kepler-1667,0.386,3.78,1.4,3.78,1.4,40.41671022,29.63096675
Kepler-1667 b,Kepler-1667,,2.984,1.09,2.984,1.09,39.86138679,0
Kepler-1668 b,Kepler-1668,0.124,4.47,0.95,4.47,0.95,23.19213909,14.02764065
Kepler-1668 b,Kepler-1668,,,1.02,0,1.02,#DIV/0!,0
Kepler-1668 b,Kepler-1668,0.124,4.47,0.95,4.47,0.95,23.19213909,14.02764065
Kepler-1668 b,Kepler-1668,0.122,3.5,0.79,3.5,0.79,24.63109797,16.59660629
Kepler-1668 b,Kepler-1668,0.124,4.47,0.95,4.47,0.95,23.19213909,14.02764065
Kepler-1668 b,Kepler-1668,,,1.02,0,1.02,#DIV/0!,0
Kepler-1668 b,Kepler-1668,,4.348,1.02,4.348,1.02,25.5997286,0
Kepler-1668 b,Kepler-1668,0.124,4.3,0.95,4.3,0.95,24.10903761,14.02764065
Kepler-1669 b,Kepler-1669,,,0.71,0,0.71,#DIV/0!,0
Kepler-1669 b,Kepler-1669,0.0729,2.4,0.56,2.4,0.56,25.46252744,13.99026863
Kepler-1669 b,Kepler-1669,,,0.71,0,0.71,#DIV/0!,0
Kepler-1669 b,Kepler-1669,0.0729,2.4,0.56,2.4,0.56,25.46252744,13.99026863
Kepler-1669 b,Kepler-1669,0.0745,1.99,0.6,1.99,0.6,32.90204551,13.34417026
Kepler-1669 b,Kepler-1669,,2.78,0.71,2.78,0.71,27.87008399,0
Kepler-1669 b,Kepler-1669,0.074,1.83,0.56,1.83,0.56,33.39347861,14.20137007
Kepler-1669 b,Kepler-1669,0.0729,2.4,0.56,2.4,0.56,25.46252744,13.99026863
Kepler-1669 c,Kepler-1669,0.0223,1.81,0.56,1.81,0.56,33.76246732,4.279602063
Kepler-1669 c,Kepler-1669,0.022,1.44,0.56,1.44,0.56,42.43754573,4.222028941
Kepler-1669 c,Kepler-1669,,,0.71,0,0.71,#DIV/0!,0
Kepler-1669 c,Kepler-1669,0.0223,1.81,0.56,1.81,0.56,33.76246732,4.279602063
Kepler-1669 c,Kepler-1669,,1.901,0.6,1.901,0.6,34.44243585,0
Kepler-1669 c,Kepler-1669,0.0228,1.57,0.6,1.57,0.6,41.7038666,4.083853448
Kepler-1669 c,Kepler-1669,0.0223,1.81,0.56,1.81,0.56,33.76246732,4.279602063
Kepler-167 b,Kepler-167,0.047,1.62,0.7,1.62,0.7,47.15282859,7.215831281
Kepler-167 b,Kepler-167,0.0482,1.71,0.81,1.71,0.81,51.69084518,6.395118135
Kepler-167 b,Kepler-167,0.0482,1.71,0.81,1.71,0.81,51.69084518,6.395118135
Kepler-167 b,Kepler-167,0.0482,1.71,0.81,1.71,0.81,51.69084518,6.395118135
Kepler-167 b,Kepler-167,0.0477,1.41,0.69,1.41,0.69,53.40165329,7.429435907
Kepler-167 b,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 b,Kepler-167,0.04825,1.718,0.75,1.718,0.75,47.63902107,6.913892241
Kepler-167 b,Kepler-167,0.0483,1.615,0.73,1.615,0.73,49.32590455,7.110674894
Kepler-167 b,Kepler-167,0.048,1.45,0.7,1.45,0.7,52.68109125,7.369359606
Kepler-167 b,Kepler-167,,1.519,0.74,1.519,0.74,53.16167677,0
Kepler-167 b,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 b,Kepler-167,,1.53,0.74,1.53,0.74,52.77946864,0
Kepler-167 b,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 c,Kepler-167,0.068,1.37,0.7,1.37,0.7,55.75735935,10.43992611
Kepler-167 c,Kepler-167,0.0684,1.548,0.73,1.548,0.73,51.46081127,10.06977563
Kepler-167 c,Kepler-167,0.0675,1.37,0.69,1.37,0.69,54.96082565,10.5133527
Kepler-167 c,Kepler-167,0.0683,1.76,0.81,1.76,0.81,50.22235526,9.061962005
Kepler-167 c,Kepler-167,0.0683,1.76,0.81,1.76,0.81,50.22235526,9.061962005
Kepler-167 c,Kepler-167,0.066,1.54,0.7,1.54,0.7,49.60232618,10.13286946
Kepler-167 c,Kepler-167,0.0684,1.674,0.75,1.674,0.75,48.89118172,9.801248276
Kepler-167 c,Kepler-167,,1.466,0.74,1.466,0.74,55.08362007,0
Kepler-167 c,Kepler-167,,1.61,0.74,1.61,0.74,50.15688635,0
Kepler-167 c,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 c,Kepler-167,0.0683,1.76,0.81,1.76,0.81,50.22235526,9.061962005
Kepler-167 c,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 c,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 d,Kepler-167,0.1402,1.39,0.81,1.39,0.81,63.59089586,18.60156769
Kepler-167 d,Kepler-167,0.1402,1.39,0.81,1.39,0.81,63.59089586,18.60156769
Kepler-167 d,Kepler-167,0.1402,1.39,0.81,1.39,0.81,63.59089586,18.60156769
Kepler-167 d,Kepler-167,0.137,1.32,0.7,1.32,0.7,57.86938054,21.03338054
Kepler-167 d,Kepler-167,0.1387,1.11,0.69,1.11,0.69,67.83453256,21.60299288
Kepler-167 d,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 d,Kepler-167,,1.193,0.74,1.193,0.74,67.68867311,0
Kepler-167 d,Kepler-167,0.1405,1.194,0.73,1.194,0.73,66.71803672,20.68426134
Kepler-167 d,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 d,Kepler-167,0.1404,1.238,0.75,1.238,0.75,66.1097239,20.11835172
Kepler-167 d,Kepler-167,,1.29,0.74,1.29,0.74,62.59890467,0
Kepler-167 d,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 e,Kepler-167,1.89,10.15,0.73,10.15,0.73,7.848407472,278.2438002
Kepler-167 e,Kepler-167,,9.959,0.74,9.959,0.74,8.108503566,0
Kepler-167 e,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 e,Kepler-167,0.854,9.4,0.7,9.4,0.7,8.126338544,131.1131897
Kepler-167 e,Kepler-167,1.883,10.16,0.75,10.16,0.75,8.055495885,269.8209138
Kepler-167 e,Kepler-167,1.881,11.11,0.81,11.11,0.81,7.956016674,249.5688218
Kepler-167 e,Kepler-167,1.86,9.27,0.69,9.27,0.69,8.122581568,289.7012744
Kepler-167 e,Kepler-167,,,0.76,0,0.76,#DIV/0!,0
Kepler-167 e,Kepler-167,1.881,11.11,0.81,11.11,0.81,7.956016674,249.5688218
Kepler-1670 b,Kepler-1670,0.152,2.8,1.03,2.8,1.03,40.14245397,15.85962504
Kepler-1670 b,Kepler-1670,0.151,2.5,1.08,2.5,1.08,47.1420508,15.02587404
Kepler-1670 b,Kepler-1670,,,1.52,0,1.52,#DIV/0!,0
Kepler-1670 b,Kepler-1670,0.151,2.5,1.08,2.5,1.08,47.1420508,15.02587404
Kepler-1670 b,Kepler-1670,0.1528,2.8,1.08,2.8,1.08,42.09111679,15.20499042
Kepler-1670 b,Kepler-1670,0.151,2.5,1.08,2.5,1.08,47.1420508,15.02587404
Kepler-1670 b,Kepler-1670,,3.356,1.52,3.356,1.52,49.42496387,0
Kepler-1670 b,Kepler-1670,,,1.52,0,1.52,#DIV/0!,0
Kepler-1671 b,Kepler-1671,0.0464,1.05,0.82,1.05,0.82,85.2215204,6.081219512
Kepler-1671 b,Kepler-1671,,,0.93,0,0.93,#DIV/0!,0
Kepler-1671 b,Kepler-1671,,,0.93,0,0.93,#DIV/0!,0
Kepler-1671 b,Kepler-1671,0.047,1.25,0.85,1.25,0.85,74.20507996,5.94244929
Kepler-1671 b,Kepler-1671,0.0464,1.05,0.82,1.05,0.82,85.2215204,6.081219512
Kepler-1671 b,Kepler-1671,0.0464,1.05,0.82,1.05,0.82,85.2215204,6.081219512
Kepler-1671 b,Kepler-1671,,1.326,0.93,1.326,0.93,76.53571596,0
Kepler-1671 b,Kepler-1671,0.0491,1.07,0.85,1.07,0.85,86.68817753,6.207962982
Kepler-1672 b,Kepler-1672,0.5431,3.16,1.23,3.16,1.23,42.47591602,47.45273444
Kepler-1672 b,Kepler-1672,0.5431,3.16,1.23,3.16,1.23,42.47591602,47.45273444
Kepler-1672 b,Kepler-1672,,,1.09,0,1.09,#DIV/0!,0
Kepler-1672 b,Kepler-1672,0.5726,4.37,1.74,4.37,1.74,43.45027565,35.36622027
Kepler-1672 b,Kepler-1672,,2.97,1.09,2.97,1.09,40.04928558,0
Kepler-1672 b,Kepler-1672,,,1.09,0,1.09,#DIV/0!,0
Kepler-1672 b,Kepler-1672,0.5431,3.16,1.23,3.16,1.23,42.47591602,47.45273444
Kepler-1672 b,Kepler-1672,0.58,3.5,1.39,3.5,1.39,43.33826099,44.84352518
Kepler-1673 b,Kepler-1673,,,1.13,0,1.13,#DIV/0!,0
Kepler-1673 b,Kepler-1673,0.2114,2.62,1.04,2.62,1.04,43.31684057,21.84530918
Kepler-1673 b,Kepler-1673,0.2114,2.62,1.04,2.62,1.04,43.31684057,21.84530918
Kepler-1673 b,Kepler-1673,0.2127,2.71,1.06,2.71,1.06,42.68362533,21.56493616
Kepler-1673 b,Kepler-1673,,,1.13,0,1.13,#DIV/0!,0
Kepler-1673 b,Kepler-1673,0.2114,2.62,1.04,2.62,1.04,43.31684057,21.84530918
Kepler-1673 b,Kepler-1673,,2.936,1.13,2.936,1.13,41.99978981,0
Kepler-1673 b,Kepler-1673,0.211,2.5,1.01,2.5,1.01,44.08654751,22.45161745
Kepler-1674 b,Kepler-1674,0.3008,3.53,0.84,3.53,0.84,25.96745008,38.4844335
Kepler-1674 b,Kepler-1674,0.3017,3.54,0.84,3.54,0.84,25.8940957,38.59957974
Kepler-1674 b,Kepler-1674,0.302,3,0.83,3,0.83,30.19128253,39.10347943
Kepler-1674 b,Kepler-1674,0.3008,3.53,0.84,3.53,0.84,25.96745008,38.4844335
Kepler-1674 b,Kepler-1674,0.3008,3.53,0.84,3.53,0.84,25.96745008,38.4844335
Kepler-1674 b,Kepler-1674,,,0.88,0,0.88,#DIV/0!,0
Kepler-1674 b,Kepler-1674,,,0.88,0,0.88,#DIV/0!,0
Kepler-1674 b,Kepler-1674,,3.206,0.88,3.206,0.88,29.953245,0
Kepler-1675 b,Kepler-1675,0.3235,2.73,1.09,2.73,1.09,43.5701019,31.89586167
Kepler-1675 b,Kepler-1675,0.3235,2.73,1.09,2.73,1.09,43.5701019,31.89586167
Kepler-1675 b,Kepler-1675,,,1.13,0,1.13,#DIV/0!,0
Kepler-1675 b,Kepler-1675,0.3076,2.59,1.02,2.59,1.02,42.97591504,32.4095284
Kepler-1675 b,Kepler-1675,,3.125,1.13,3.125,1.13,39.45964252,0
Kepler-1675 b,Kepler-1675,0.313,2.8,0.97,2.8,0.97,37.80405859,34.67840828
Kepler-1675 b,Kepler-1675,,,1.13,0,1.13,#DIV/0!,0
Kepler-1675 b,Kepler-1675,0.3235,2.73,1.09,2.73,1.09,43.5701019,31.89586167
Kepler-1676 b,Kepler-1676,0.193,2.1,0.98,2.1,0.98,50.92505488,21.16497625
Kepler-1676 b,Kepler-1676,,3.377,1.06,3.377,1.06,34.25307215,0
Kepler-1676 b,Kepler-1676,0.1931,1.88,1,1.88,1,58.04527531,20.75242371
Kepler-1676 b,Kepler-1676,0.1931,1.88,1,1.88,1,58.04527531,20.75242371
